No.,Labels,Tweets,Happiness,Sadness,Anger,Disgust,Surprise,Fear,Sentiment
535,1,อยู่กับคนอื่นมันก็มีความสุขนะ ยิ้มนะ แต่ทำไมเวลาอยู่คนเดียวแล้วดิ่งจังว่ะ ร้องไห้จังว่ะ...#โรคซึมเศร้า,0,1,0,0,0,0,2
536,1,ไม่อยากอยุ่เป็นความอึดอัดของใคร ตายๆไปคงดีเพื่อจะมีคนรู้สึกดีกับตัวเราบ้าง #โรคซึมเศร้า,0,1,0,1,0,0,2
537,1,พ่อเรากำลังจะมีลูกกับภรรยาคนใหม่ ทำไหมฉันถึงทำใจไม่ได้นะ ปกติก็เครียดพอแล้ว เจอแบบนี้เครียดจนหาทางออกไม่ได้ ไม่อยากอยู่ต่อเลย #โรคซึมเศร้า,0,1,0,0,1,1,2
538,0,บางคนไม่ได้ชอบการอยู่คนเดียวหรอกนะเเต่เขาเเค่รู้สึกว่า ไม่มีสักพื้นที่ในโลกนี้ที่เป็นของเขา เขาเลยเลือกที่จะอยู่เเค่ในพื้นที่ ที่เหมือนเซฟโซนของตัวเอง #โรคซึมเศร้า,0,1,0,0,0,0,0
539,0,จากที่บ้านพูดว่าส่งไม่ไหวแล้วนะ คือเราป่วยเป็น #โรคซึมเศร้า มาปีกว่าแล้วไง ต่อไปคงต้องทำงานไปด้วย เรียนไปด้วย ส่งตัวเองนะ เข้าใจที่บ้านแหละเขาไม่พูดความจริงไอ่เรามันก็ตัวภาระดีๆนี่เอง ไหนจะค่ากิน ค่ายา ค่าเทอม บลาๆอีก ??,0,1,0,1,0,0,2
540,0,ไว้ระบายล้วนๆเลย #คนเหงา #เครียด #เหนื่อยใจ,0,1,0,0,0,0,0
541,1,เราเลือกเกิดไม่ได้แต่เราเลือกตายได้:) #โรคซึมเศร้า,0,1,0,0,0,0,2
542,1,เราจะตายก่อนถึงงานแต่งมั้ยนะ #ว่าที่เจ้าสาว ที่ไม่มีความสุขที่สุดในโลก #โรคซึมเศร้า,0,1,0,0,0,1,2
543,0,พอเราบอกถึงความเจ็บปวดของเราทำไมไม่เคยมีใครเห็นมันเลย ข้อเสียของเราคงจะเป็นความสามารถในการเก็บความรู้สึก #โรคซึมเศร้า,0,1,0,0,0,0,2
544,0,โรคซึมเศร้ามันไม่ใช่เทรนลองมาเป็นเข้าจริงๆทรมานมากอ่ะ #โรคซึมเศร้า,0,1,1,0,0,0,2
545,1,แปลกเนาะ.!..คนอยากตายกลับไม่ตาย คนอยู่เฉยๆกลับตายซะงั้น #อยากตาย #ฉันอยากตาย,0,1,0,0,1,0,2
546,0,บอกเขาไปที่เลิกกับฉัน  ??เพราะฉันมันไม่ดี?????? #เศร้า,0,1,0,0,0,0,2
547,0,ปล่อยฉันไปได้แล้ว  #โรคซึมเศร้า,0,1,0,0,0,0,2
548,1,#อยากตาย อยากตาย แต่ตายไม่ได้,0,1,0,0,0,1,2
549,1,ฉันยอมตาย ดีกว่าจะต้องมารับรู้ความรู้สึกนี้ #ความรู้สึก #เหนื่อย #โรคซึมเศร้า,0,1,1,0,0,0,2
550,0,เดอะทอยส์ ปล่อยของกลางเวที ทำสาวๆแห่กรี๊ด งานนี้ถือว่าคืนกำไรให้แฟนเพลง (คลิป) #เดอะทอยส์ #ลืมไป #thetoys #ข่าวจริง #party #ข่าวบันเทิง #BOYBANDPHXTurns2 #แฟน #ร้านเหล้า #เสียงกระซิบจากความมืด https://t.co/ipAeDh1hzX,1,0,0,0,0,0,1
551,0,ทะเลาะกับผัว ไม่จำเป็นต้องลาออกจากงานนะ เลิกผัว แต่ยังจำเป็นต้องมีอาชีพค่ะ #คิดสั้น #เชื่อเจ๊เถอะ,0,0,1,0,0,0,2
552,0,สงสารแต่แม่ที่คอยมารับอารมณ์ลูกคนนี้ เรามันลูกอกตัญญู ฮือๆสงสารก้อสงสารแต่ก้อทำอะไรเพื่อแม่ไม่ได้เลยสักอย่าง##โรคจิต #โรคซึมเศร้า,0,1,0,1,0,0,2
553,0,อย่าบอกให้เราหยุดทำร้ายตัวเอง เพราะเราหยุดมันไม่ได้ #โรคซึมเศร้า,0,1,0,0,0,0,2
554,0,#RIP จ่านิว,0,1,0,0,0,0,2
555,0,ความในใจถึงเพื่อนสมัยเรียนมัธยมซึ่งนานทีจะได้เจอกันได้ใช้เวลาร่วมกับพวกมันก็เป็นเรื่องที่คุ้มค่าที่สุดเท่าที่ในชีวิตเคยประสบมา #โรคซึมเศร้า,1,1,0,0,0,0,1
556,0,อุ้ยไม่เจ็บแล้วนะ ไปอยู่บนสวรรค์แล้ว #RIP ??,0,1,0,0,0,0,0
557,1,เหมือนการตายเป็นสิ่งเดียวที่มีในความคิด #โรคซึมเศร้า,0,1,0,1,0,0,2
558,0,ทักมาคุยกันหน่อยสิ #โรคซึมเศร้า,0,1,0,0,0,0,0
559,0,พี่เคยดูซีรี่ย์ที่เขาเล่น  เธอเสียชีวิตแล้ว ?? #RIP,0,1,0,0,1,0,2
560,0,"ชอบเขา แต่เขาชอบคนนั้น รักเขา แต่เขารักคนนั้น เราโพสถึงเขา เขาโพสถึงคนนั้น เราทักหาเขา เขาทักหาคนอื่น เราแอบมองเขา เขาแอบมองคนนั้น คือ""กู""ค่ะ!#เศร้า#เสียใจ",0,1,0,0,0,0,2
561,1,อยู่ๆน้ำตาก็ไหล? มันไม่รู้สึกอะไร?เลย?ก็ได้แต่ขับรถไปร้องไห้ไป?ปแวบนึงที่คิดว่าขับรถชนไปซะเลยก็ดี.. แต่รถพี่งออก //?ไม่อยากเห็นภาพใด?แม้แต่ท้องฟ้า? อยากจะพักตาลงชั่วกาล?#โรคซึมเศร้า,0,1,0,0,0,1,2
562,0,นุ๊ก สุทธิดา เคลื่อนไหวแล้ว หลังถูกจับโยง ดารา ส. คดี ปุ๊กกี้ ชาลาล่า https://t.co/6Zq0bgJSbF #ปั้นจั่น #ปุ๊กกี้ปริศนา #ปุ๊กกี้ชาลาล่า #ปั้นจั่นปรมะ #ข่าวดารา #ข่าวจริง #เป๊กผลิตโชค #โป๊ปเบลล่า #โรคซึมเศร้า #ใต้เตียงดารา,0,0,0,0,0,0,0
563,0,คำถาม 18+ !! เมื่อ ออฟฟี่ แม็กซิมท้อง 9 เดือน  https://t.co/2K8TbM37j2 #โรคซึมเศร้า #ออฟฟี่แม็กซิม #ออฟฟี่ #ออฟกัน #ออฟฟี่แม๊กซิม #บันเทิงเทิดธรรม2019,0,0,0,0,0,0,0
564,0,การรออะไรสักอย่าง แล้วไม่มีจุดหมายแม่งโคตรน่าเศร้าเลยหวะ^_^ #ฝืนยิ้ม #เหงาๆ #เศร้า #เสียใจ #เพ้อ #น้ำตา #เจ็บ,0,1,0,0,0,0,2
565,1,ขอตายได้มัยถ้าชีวิตจะแย่ขนาดนี้ #เศร้า  #เบื่อ  #ท้อ  #เหนื่อย,0,1,0,0,0,0,2
566,1,สุดท้ายอาการแย่กว่าเดิมเพราะสิ่งแวดล้อมเดิมๆ มหาลัยก็จะเอาแบบนี้ แม่จะเอาอย่างนั้น ส่วนนี่คิอรำคาญ ช่วยหยุดเถียงบ้างเหอะ ขอให้เส้นเลือดสมองแตดตายไปเลยตัวกู #โรคซึมเศร้า,0,1,1,1,0,0,2
567,0,ใจผมที่ให้คุณไปอ่ะ ถ้าคุณอยากจะ ทำร้ายมันก็เชิญ ผมยอม?????? #อกหัก #เจ็บ #เศร้า #เสียใจ #แคปชั่นอกหัก #รักข้างเดียว,0,1,0,0,0,0,2
568,1,เราไม่รู้ว่าเราเป็นหรือป่าวแต่เราโครตไม่อยากมีชีวิตอยู่เลยอ่ะคิดจะอยากจะตายตลอดไม่มีความสุขเลยมันหดหู่มากๆเหมือนโลกนี้ไม่มีใครเข้าใจไม่มีใครเลยจริงๆ #โรคซึมเศร้า,0,1,0,0,0,0,2
569,1,รู้สึกผิดอย่างเดียวคือทำไมฉันไม่ตายไปจากโลกที่ไม่น่าอยู่แบบนี้นะ #โรคซึมเศร้า,0,1,0,1,0,0,2
570,0,ตื่นมาทำไมตอนนี้.. #โรคซึมเศร้า,0,0,0,0,1,0,0
571,0,"อย่าให้โรคมันบงการเรามากนะ มันไม่ดีหรอก ""การทำร้ายตัวเองไม่ใช่ทางออกที่ดีที่สุด"" #โรคซึมเศร้า",0,0,0,0,0,1,1
572,1,อยากหายไปจากโลกนี้ #ความรู้สึกของวันนี้ #โรคซึมเศร้า,0,1,0,0,0,0,2
573,0,คำบางคำที่พูดมา มันสามารถทำให้คนคนหนึ่งฆ่าตัวตายได้เสมอนะ คิดจะพูดอะไรเกรงใจคนที่อยู่ตรงนี้หน่อย ไม่ใช่พูดออกมาแล้วแทงใจดำ ให้เขาไปอยู่ในจุดๆเดิม #โรคซึมเศร้า,0,1,1,0,0,0,2
574,0,????เบื่อไหม กับอะไีรที่มันเดิมๆ????  #แคปชั่นโดนๆ  #แคปชั่น  #ข้อคิด #ข้อคิดดีๆ #ความรู้สึก #คําคม #คมคม #เสียใจ #เจ็บ #งงใจ #เศร้า #คิดในแง่ดี #บทความ #ก็แค่ขำๆ #คนเจ้าชู้ #โกหก #เจ้าความรัก #ความรัก #ซึ้ง #วลี #วลีเด็ด #เกลียด,0,1,0,0,0,0,2
575,0,"I hope I can do it without hope.  ""ฉันหวังว่าฉันจะสามารถทำมันได้ โดยไม่มีหวังเลย""  #คําคมภาษาอังกฤษ. #เเคปชั่น #แคปชั่นภาษาอังกฤษ #คําคมดีๆ #เศร้า",0,1,0,0,0,1,0
576,1,เหมือนจะถึงทางตัน #โรคซึมเศร้า  #โรคเครียด,0,1,0,0,0,0,2
577,1,กดมีดมันให้ลึกกว่านี้สิ.. #โรคซึมเศร้า,0,0,1,0,0,0,2
578,0,เมนชั่นมาหาเราได้นะ ยินดีรับฟัง คุณไม่ได้อยู่คนเดียวบนโลกใบนี้นะ สู้ๆ #โรคซึมเศร้า,1,0,0,0,0,0,1
579,0,#โรคซึมเศร้า ถ้าผมรบกวนขอโทษนะครับ ผมอาร์มนะ มาแลกเปลี่ยนกำลัใจกับผมกับเพลงนี้ อย่ายอมแพ้และตัวคุณมีค่าที่สุด หวังว่าพวกคุณจะได้ยินเพลงนี้จากผมนะครับ ผมส่งต่อทุกวันให้ทุกคนเลยครับ กอดๆอย่ายอมแพ้คุณไม่ผิด ดูแลทั้งตัวและใจด้วยนะตัวคุณมีค่ามากๆ อย่ายอมแพ้ครับ https://t.co/tlGvNvIDAz,1,0,0,0,0,0,1
580,0,คุณรู้มั้ย ว่ามีหลายคนกำลังเป็นไอ้โรคบ้าๆนี่ แต่ไม่มีใครรู้ #โรคซึมเศร้า,0,1,1,0,0,0,2
581,0,เร็วเกินไปตั้งตัวไม่ทัน! เท่ง เถิดเทิง เสียใจ น้ำตาล เดอะสตาร์ ด่วนลาจาก #น้ำตาลเดอะสตาร์ #น้ําตาลบุตรศรัณย์ #น้ําตาล #ด่วนลาจาก #เศร้า #เสียใจ #เท่งเถิดเทิง #ข่าวบันเทิง #บันเทิง #ดาราไทย  https://t.co/785sCag82y,0,1,0,0,1,0,2
582,0,เราไม่อาจรู้ได้เลย? ว่าใครจะจากเราไปวันไหน? วันนี้เรายังยิ้มและหัวเราะ? เราอาจยังโกรธ?หรือขุ่นเคืองใจ? แต่ถ้าวันนี้ลมหายใจสิ้นสุดลง? วันพรุ่งนี้?คงไม่มีวันมาถึง? คงไม่มีรอยยิ้มและเสียงหัวเราะ? ไม่มีใครอยู่รอปรับความเข้าใจ.. ทุกสิ่งสิ้นสุดเมื่อหมดลมหายใจ.. #RIP #ผู้จากไป,0,1,0,0,0,1,2
583,0,อย่าเปิดประเด็น เดี๋ยวเป็นคดี.????  #แคปชั่นเด็ด #แคปชั่นโสด #แคปชั่นโดนๆ #แคปชั่นเศร้า #แคปชั่น2019 #เศร้า #เหนื่อย #คำคมบอกรัก #คำคม #แคปชั่นกวนตีน #แคปชั่นกวนๆ #แคปชั่นเหงา #แคปชั่นอ่อย #แอบชอบ  #แคปชั่นเสี่ยว #แคปชั่นตลก,0,0,0,0,0,1,0
584,0,ฉันเหมือนคนหลงทาง แต่ก็ไม่มีที่ให้กลับไป #โรคซึมเศร้า,0,1,0,0,0,1,2
585,0,แล้วคุณก็หายไป คุณsafe zone #โรคซึมเศร้า,0,1,0,0,0,0,2
586,0,เราเดินมาถึงจุดๆนึงแล้วพึ่งมารู้อีกทีว่าเราเดินผิดทาง ทั้งเสียเวลาทั้งเหนื่อยฟรี.  #เศร้าใจ #เศร้า,0,1,0,0,1,0,2
587,1,ที่กูเป็นแบบนี้ก็เพราะคนรอบตัวนี้แหละอีเหี้ยอยสกตายว่ะกูทำไรได้มั้ง!!!! #อยากตาย,0,1,1,0,0,0,2
588,1,รู้สึกไม่ไหวแล้วอะ ตายได้ไหม? #โรคซึมเศร้า,0,1,0,0,0,0,2
589,1,ไม่ไหวแล้วทุกคน หวังว่าเราจะได้เจอกันอีกนะ?? #โรคซึมเศร้า,0,1,0,0,0,0,2
590,0,กอดฉันที #โรคซึมเศร้า,0,1,0,0,0,0,2
591,0,คงมีแต่เบาหวาน????????????? ที่ต้องการคนอย่างเรา???? #แคปชั่นเด็ด #แคปชั่นหื่น #แคปชั่นอ่อย #อ่อยยังไงไม่ให้รู้ว่าอ่อย #อ่อยยังไงให้ได้เย็ด #อ่อยแรง #อ่อย #เงี่ยน #เย็ด #เงี่ยนอะไรเบอร์นั้น #โสดข้ามปี #โสดโปรดดิ #โสดสนิท #โสด #เมา #เบียร์ #เกย์ #เพ้อ #เหงา #เศร้า #คิดถึง #แคปชั่น,0,1,0,0,0,0,2
592,0,แพทย์เผยสาเหตุ “น้ำตาล เดอะสตาร์”เสียชีวิต #ประโยคนึงสะดุ้งทั้งไทม์ไลน์ #ใช้ดีบอกต่อ #ฉลาดเกมส์โกงเดอะซีรีส์ #GMM#BTSatWembley_D2 #เพลิงพรางเทียน #ฉลาดเกมส์โกงเดอะซีรีส์ #บาสเด็กอ้วนที่เเท้จริง #คําคมในวงเหล้า #โรคซึมเศร้า #น้ําตาลTheStar #บันเทิงคมชัดลึก https://t.co/3hqfHNzsbx,0,0,0,0,0,0,0
593,0,ทำไมถึงชอบเค้า หลายคนถาม แต่เราเองยังไม่รู้เลยทำไมถึงชอบ คงเพราะความสดใสของเค้ามั้ง... #เศร้า #ทำไม,1,1,0,0,1,0,0
594,0,ตอนนี้สงใสว่าตัวเองเป็นใบโพล่าหรือว่าโรคซึมเศร้ากันแน่? #โรคซึมเศร้า,0,0,0,0,0,1,2
595,0,ฉันเหนื่อย #โรคซึมเศร้า,0,1,0,0,0,0,2
596,0,ฉันไม่อยากเจอใคร ไม่อยากแสดงท่าทีว่าฉันโอเค ทั้งที่ข้างในฉันไม่เคยยิ้มเลย ฉันเหนื่อย #โรคซึมเศร้า,0,1,0,0,0,1,2
597,0,ครอบครัว?เห็นว่า?#โรคซึมเศร้า? เป็นเรื่องตลกครับ? เขาบอกให้ผมเลิกบำบัด?และเอายาผมไปทิ้งลงถังขยะโดยไม่บอกผมยกเลิกนัดที่หมอนัดผมด้วยคำว่าอายคนอื่นเพราะ?ว่าคิดว่าผมเป็นบ้าที่เข้าจิตเวชทุกๆเดือน? แต่ผมเหนื่อยผมอยากบำบัดต่อทำไงดีครับ,0,1,1,0,0,1,2
598,0,ร้องออกมาจนได้บ้าที่สุด  #โรคซึมเศร้า,0,1,1,0,0,0,2
599,0,สุดช็อก! วินัย ไกรบุตร ป่วยโรคหายาก “ตุ่มน้ำพอง” เผยสุดทรมาน พบ1ใน4แสนคน   #?????_?? #ใต้เตียงดารา #ข่าวPNC #ข่าวดารา #ข่าวช่อง8 #ข่าวจริง #มติชนออนไลน์ #เติมฟอลให้กัน #โรคซึมเศร้า #ThaiPBS #ThaiPBSnews #Thairath https://t.co/pTaehzIZlo,0,1,0,0,1,0,0
600,0,#โรคซึมเศร้า มันมากกว่าการที่ซึมแล้วเศร้า มันมากกว่านั้นเยอะ หึ-),0,1,1,0,0,0,2
601,0,ไม่รู้ตัวเองนะว่าเป็นไหมแค่อยากหาที่ระบายหาคนรับฟังคือนี่้ป็นเด็กเรียนเป็นประธานนักเรียนเป็นเด็กที่ครูไว้ใจเด็กกิจกรรมทำหมดแต่ไม่รู้ทำไมถึงโดนเพื่อนเกลียดหาว่าเด็กครูด้วยความที่เป็นประธานแล้วเวลาไม่พอนี่เลยจะทำงานล้วงหน้ารีบทำก่อนส่งก็จะโดนเพื่นแซะโดนนินทา (ต่อ)#โรคซึมเศร้า,0,1,0,0,0,1,2
602,1,บางทีมันก็เป็นแบบนี้จริงๆนะ หลังจากเราผ่านอะไรเลวร้ายมา อยากหายไปเลย พยามลองคิดว่าถ้าไม่ตื่นขึ้นมาคงจะดีไม่ต้องมารับรู้ไม่ต้องมาเผชิญกับเรื่องต่างๆอีก มันรู้สึกเหนื่อยไปหมด ไม่ไหวแล้ว #โรคซึมเศร้า,0,1,0,1,0,0,2
603,0,ตกใจอยู่ๆก็ติดเทรน #โรคซึมเศร้า,0,0,0,0,1,0,0
604,0,คิดไปเองรึเปล่าๆๆๆๆๆๆ ทำไมต้องเจอแต่ไอ้ประโยคบ้าๆนี่ซ้ำแล้วซ้ำเล่า รู้มั้ยกว่าจะผ่านไปแต่ละวันได้นี่มันทรมานขนาดไหน ไม่ได้ขอให้เมตตา ไม่ได้ขอให้สงสาร ไม่ได้ต้องการเรียกร้องความสนใจ แต่ขอแค่อย่าดูถูก หยุดสร้างบาดแผลเพิ่มจะได้มั้ย #โรคซึมเศร้า,0,1,1,0,0,1,2
605,0,เช้าตื่นมาก็เจอกับคนที่บ้านพร้อมคำดูถูกก็เอาเถอะก็ไม่มีใครเชื่อว่านี่จะวอบได้อยู่แล้ว แถมพาทแรกก็ฟาวไปอีกสมใจเค้าแล้วละ แล้วอารมมันขึ้นมา 5-6 วันแล้วละแม่งสะกิดนิดเดียวคือพัง #โรคไบโพล่าร์ #โรคซึมเศร้า ไม่ใช่ 5 นาทีดี 5 นาทีร้ายนะจ๊ะ (3),0,1,0,1,0,0,2
606,0,เราไม่ใช่จิตแพทย์ ไม่ใช่นักจิตวิทยา ไม่ใช่คนที่คอยแต่บอกให้พวกเธอสู้ ไม่ใช่คนที่ดูถูกในตัวพวกเธอ ไม่ใช่คนที่คาดหวังในสิ่งที่ไม่ใช่ตัวเธอ ไม่ใช่คนที่คอยบอกให้เธอลุกแต่ไม่ได้ช่วยดึง แต่เราแค่อยากเป็นคนที่ฟังพวกเธอ จะเล่าอะไรก็ได้ จะเล่าตอนไหนก็ได้ น่าสนใจนะ เราอยากฟัง #โรคซึมเศร้า,1,0,0,0,0,0,1
607,0,มันดีมากเลยนะมึงที่คนไม่รู้จักกันแต่เป็น #โรคซึมเศร้า เหมือนกันมาให้กำลังใจกันให้คำปรึกษากันโดยที่เราไม่ได้สนิทกันแต่มีความทุกข์เหมือนกัน มันดูอบอุ่นดีนะ #ครอบครัวซึมเศร้า มากอดกันหน่อยมา????,1,0,0,0,0,0,1
608,1,แก คือเราไม่เคยคิดอยากตายเว้ย แต่เราอึดอัดข้างใน เราเลยต้องกรีดเพื่อให้เจ็บข้างนอกแทน แค่นั้นเอง #โรคซึมเศร้า,0,1,0,0,0,0,2
609,0,#โรคซึมเศร้า เรื่องใกล้ตัวกว่าที่คิด https://t.co/1He2CU7eJM via @PPTVHD36  เรื่องนี้เขียนไว้นานแล้วแต่ยังคงเป็นประโยชน์อยู่เสมอ,1,0,0,0,0,0,0
610,0,จะต้องสะดุ้งตื่นไปอีกนานแค่ไหนอ่ะ เหนื่อยมากๆแล้ว อยากนอนแบบคนปกติบ้าง #โรคซึมเศร้า,0,1,1,0,1,0,2
611,0,ฉันเพียงอยากขอช่วยทำให้ฉันหายไป #โรคซึมเศร้า,0,1,0,0,0,0,2
612,0,เป็นมั้ยที่รู้สึกเหงานะ แต่ก็ชอบอยู่คนเดียว รู้สึกเวลาไปกับคนอื่นแล้วอึดอัด ยกเว้นจะเจอคนที่เราสบายใจจริงๆ ที่ต้องรู้จักมานานมาก #โรคซึมเศร้า,0,1,0,1,0,0,2
613,0,ก็ตัวคนเดียวตลอด ไม่เห็นจะเป็นไรเลย???? #เหงา #เศร้า,0,1,0,0,0,0,0
614,0,ไบโพลาาาาาา เรียกพ่อแล้วไง อารมณ์เยอะขนาดนี้ พบ #จิตแพทย์ ไหม #ตัวข้า ?? #เบบี๋ #เบบี๋สายใต้ #ทฤษฎีจีบเธอ #ทฤษฎีจีบเธอEP6 #พระเอกจำลอง #ค่ายเติร์ด #เติร์ดค่าย,0,0,0,0,0,0,0
615,1,ไม่ชอบเลยความรู้สึกที่อยู่ดีๆก็อยากตายขึ้นมา เราว่าครอบครัวเราก็ดีนะแต่ทำไมถึงเป็นงี้วะ ต้องตื่นมาแล้วรู้สึกว่าการที่มีชีวิตอยู่มันเป็นภาระให้คนอื่น พยายามดึงตัวเองแล้วแต่มันไม่ไหวจริงๆ #โรคซึมเศร้า,0,1,0,1,0,0,2
616,0,ที่สุดของความดิ่ง เราฟูมฟายมากแค่ใน ในความรู้สึกก็ยังไม่พอ #โรคซึมเศร้า,0,1,0,0,0,0,2
617,0,วอลเปเปอร์มือถือเสริมดวง นำโชคทั้งงาน เงิน ความรัก.#?????_2??_??? #????? #KeepSpinningInLA #โรคซึมเศร้า #LISA #LawOfTheJungle #หอยมือเสือ #ทีมพีรญา #TheLawOfJungle #ดวง #LISA #โรคซึมเศร้า #เตนิว #ดวงรายวัน #ของดีเกาหลี #ของขวัญวันเกิด https://t.co/zSdouleCEC,1,0,0,0,0,0,0
618,0,โลกมันร้าย หรือเป็นฉันเองที่อ่อนแอ ?? #sad,0,1,0,1,0,0,2
619,0,คลิปนี้คือดีมากนะ แบบฟังแล้วมันทำให้เรารู้สึกว่า คนมีอาการซึมเศร้าเค้ารู้สึกยังไง สาเหตุที่ทำให้รู้สึกแบบนั้นคืออะไร มันเป็นการเข้าใจคนที่เป็น กับการวัดว่าตัวเองเคยรู้สึกแบบนี้รึป่าวงี้ ทั้งคลิปพูดอิ้งหมด แต่การแสดงออกคือดีมากๆ #โรคซึมเศร้า #depression  https://t.co/zkZvl9I0kv,1,0,0,0,0,0,1
620,0,ไม่น่าเลย ไม่น่าเปิดใจ เชื่อคำพูดของคนเลย สุดท้ายใครจะรับเราได้ กับคนที่มองเหมือนเราเป็นคนบ้าคนนึง ต่อไปนี้จะไม่เชื่อใครอีกแล้ว พังทุกที #โรคซึมเศร้า โรคที่ทุกคนรังเกียจ :-(,0,1,0,1,0,1,2
621,0,ไม่รู้ว่าคนที่เป็นเขารู้สึกแบบไหนหรอก ไม่กล้าไปหาหมอด้วยเพราะกลัวจะโชคร้าย แต่กำลังพยายามทำให้ตัวเองมีความสุขอยู่ถึงแม้จะยากก็ตาม #โรคซึมเศร้า,0,1,0,0,0,1,2
622,0,"#หอยมือเสือ ช็อคเปรี้ยงทั้งวงการอีก 1 คู่ !! ""อ้น สราวุธ"" ประกาศขอ ""ลาล่า โปงลางสะออน"" แต่งงานสายฟ้าแลบกลางไอจี #หอยมือเสือ #โรคซึมเศร้า https://t.co/XOdRkZjgT6",0,0,0,0,1,0,0
623,0,ฉันแค่เหนื่อย เหนื่อยจริงๆ #โรคซึมเศร้า,0,1,0,0,0,0,2
624,0,บางครั้งเราก็อาจจะไม่รู้ตัวว่าเราเป็นโรคซึมเศร้า... #หดหู่ #โรคซึมเศร้า,0,1,0,0,1,0,2
625,0,คุณต้องเข้มแข็งนะ รู้ไหม เมื่อคุณทำได้ คุณจะรู้สึกตัวเองน่ารักมากๆเลย ??  #โรคซึมเศร้า,1,0,0,0,0,0,1
626,0,"ไม่มีคุณในวันนั้น ไม่มีผมในวันนี้  Good night, Grandfather. #RIP",0,1,0,0,0,0,0
627,0,"คุณใช้คำพูดแย่ๆพวกนั้นทำร้ายคนอื่น แล้วคุณก็บอกว่า ""อย่าคิดมาก"" #พิษของคำคน #โรคซึมเศร้า",0,1,1,0,0,0,2
628,0,เป็นไปได้ก็อยากออกไปอยู่คนเดียว ไม่อยากเจอผู้คน ไม่อยากรู้เรื่องราวอะไรทั้งนั้น #โรคซึมเศร้า,0,1,0,0,0,1,2
629,0,รู้สึกเหมือนตัวเองเป็นหุ่นยนต์ที่ต้องใส่แบตเตอรี่ วันไหนใช้พลังงานเยอะเกิน แบตก็จะหมดและไม่สามารถรับอะไรได้อีกแล้ว พอกลับบ้านก็ต้องไปนอนชาร์ตพลังงานเพื่อรอสำหรับวันต่อไป วนลูปชีวิตแบบเดิมๆ #โรคซึมเศร้า,0,1,0,0,0,0,2
630,0,อยากให้แกเจอคนแบบแกอ่ะ จะได้รู้ว่าสิ่งที่เราต้องเจอมันแย่ขนาดไหน.  #แคปชั่น  #คำคม #รัก #คำคมคนอกหัก #ตามอารมณ์ #เพ้อ #ขี้แพ้ #เศร้า,0,1,0,0,0,0,2
631,0,บางทีย้อนไปดูตอนแรกของซีรีย์เยอะไปเห็นเว่ยอิงร้องไห้ เอามือไปเช็ดจอเฉยเลย เราอะอินจัด #เศร้า,0,1,0,0,0,0,0
632,0,ทุกๆที่ได้ยินเสียงเค้ามันมีความสุขตลอดและเศร้าในเวลาเดียวกัน #แคปชั่น #เศร้า #เจ็บ,1,1,0,0,0,0,0
633,1,เค้าบอกว่าจงสร้างความสุขให้ตัวเราเอง555ด้วยการกรีดเเขนตัวเองนะหรอ? ใช่ฉันมีความสุขที่ได้ระบายมันออกมา..  #โรคซึมเศร้า,0,1,0,0,1,0,2
634,0,แกคือสิ่งสุดท้ายที่ฉันยังห่วง ขอให้แกดูแลตัวเองให้ดี  #โรคซึมเศร้า,0,1,0,0,0,0,0
635,0,การที่ฉันร้องไห้มันเป็นเรื่องตลกเเละไร้สาระหรอ.. #โรคซึมเศร้า #น้ำตา,0,1,1,0,0,0,2
636,0,อยากไปเป็นเด็ก จะได้ไม่รับรู้อะไร #โรคซึมเศร้า,0,1,0,0,0,1,2
637,0,ด้วยรักและอาลัยครับ #RIP #myUncle @ วัดถ้ำสิงขร อ.คีรีรัฐนิคม https://t.co/kfEpg3gKTq,0,1,0,0,0,0,2
638,0,ชอบสังเกตพฤติกรรมมนุษย์นะ เท่าที่สังเกตมาพบว่า คนที่เป็นคนดีมาก ประเสริฐเลิศเลอ เสียสละเพื่อเพื่อนมนุษย์แบบเกินมาตรฐาน ถ้าไม่ได้เป็น #โรคซึมเศร้า ก็มักจะเป็น #LGBT ไม่รู้สิ ก็เพิ่งสังเกตมาไม่นาน เกิดมาไม่กี่ทศวรรษเอง,0,0,0,0,1,0,0
639,0,"กิจกรรม ""S O S ซึมเศร้าในวัยรุ่น เข้าใจ รับมือได้"" ที่ศูนย์เรียนรู้สุขภาวะ สสส. #โรคซึมเศร้า https://t.co/2v96eNXC2h",1,0,0,0,0,0,0
640,0,คิดถึงมึงหว่ะ????  #แฟนเก่า #เศร้า #คิดถึง,0,1,0,0,0,0,0
641,1,ก็รู้อยู่หรอกว่าความตายไม่ใช่ทางแก้ปัญหาที่ดี...แต่ทำไมถึงคิดตลอดเลยนะ #โรคซึมเศร้า,0,1,0,0,1,0,2
642,0,ศิษย์ร่ำไห้! รื้อสำนักปฏิบัติธรรม ตามคำสั่งศาล https://t.co/q8eoAK54Nf #NEW18 #นิว18 #newtv #นิวทีวี #วิงวอน #ร่ำไห้ #สะเทือนใจ #รื้อถอนทรัพย์สิน #คำสั่งศาล #บุกรุกป่าช้า #พื้นที่สาธารณะ,0,1,0,0,0,0,0
643,1,อยากเดินโง่ๆ ให้รถชนตาย ก็เราเป็นภาระเค้าหนิ.....#ปัญหาครอบครัว #เสียงกระซิบจากความมืด,0,1,0,1,0,0,2
